Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Fairy Tail,"Animation, Action, Adventure",8.1,84.0,2009.0,24 min,Mavis says goodbye to Zera and decides what her next big adventure is going to be.,animation  action  adventure,two-thousands,0.7804878048780486,0.17165245301022047,animation  action  adventure two-thousands,4,Animation & Action
Gate,"Animation, Action, Adventure",7.2,50.0,2015.0,24 min,Tensions rise between Japan and the Empire.,animation  action  adventure,twenty-tens,0.6707317073170731,0.0,animation  action  adventure twenty-tens,5,Animation & Action
God Eater,"Animation, Action, Sci-Fi",7.1,65.0,2015.0,25 min,"Lenka Utsugi begins training as a God Eater with the Fenrir, whose aim is to defeat the mysterious beings, Aragami, when they suddenly attack.",animation  action  sci fi,twenty-tens,0.6585365853658535,0.08663817359604448,animation  action  sci fi twenty-tens,0,Animation & Drama
Hori-san to Miyamura-kun,"Animation, Comedy, Romance",7.6,85.0,2012.0,22 min,,animation  comedy  romance,twenty-tens,0.7195121951219511,0.1755826668100992,animation  comedy  romance twenty-tens,2,Animation & Comedy
God Eater,"Animation, Action, Sci-Fi",6.8,55.0,2015.0,23 min,"Lenka uses his God Arc in battle along with the 1st Unit of God Eaters, but Lenka is injured by the powerful Aragami. He awakens somewhere unexpected.",animation  action  sci fi,twenty-tens,0.621951219512195,0.0314275097626826,animation  action  sci fi twenty-tens,0,Animation & Drama
Pokémon,"Animation, Action, Adventure",8.1,126.0,1997.0,21 min,"As the gang fight off the evil ninjas, help soon starts to rise when Ash's Frogadier acquires a mysterious new power.",animation  action  adventure,nineties,0.7804878048780486,0.30658031680337167,animation  action  adventure nineties,1,Animation & Adventure
God Eater,"Animation, Action, Sci-Fi",7.1,51.0,2015.0,23 min,The transporter God Eater Alisa is riding is attacked by a swarm of small Aragami. Lenka and the 1st Unit try to rescue her but she flatly refuses.,animation  action  sci fi,twenty-tens,0.6585365853658535,0.006525048695798227,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",8.1,61.0,2015.0,23 min,"Fifteen years prior the Utsugi family finds a baby. They name him Lenka and raise him outside Fenrir. There they meet Lindow, who urges patch testing.",animation  action  sci fi,twenty-tens,0.7804878048780486,0.06562949247350787,animation  action  sci fi twenty-tens,0,Animation & Drama
Naruto: Shippuden,"Animation, Action, Adventure",7.1,359.0,2007.0,23 min,"Upon graduating from the Academy, Itachi becomes a genin and joins a team that includes Tenma, Shinko, and their Jonin Leader, Minazuki Sensei. They accept a mission from Granny Cat to look for a missing feline who's a skilled Ninja Cat.",animation  action  adventure,two-thousands,0.6585365853658535,0.6566950939795594,animation  action  adventure two-thousands,4,Animation & Action
One Piece,"Animation, Action, Adventure",7.7,513.0,1999.0,,"Luffy finally defeated the evil Doflamingo, and the kingdom of Dressrosa is overfilled with joy!",animation  action  adventure,nineties,0.7317073170731706,0.7763616440449564,animation  action  adventure nineties,1,Animation & Adventure
One Piece,"Animation, Action, Adventure",8.4,946.0,1999.0,,"Admiral Fujitora apologizes and confesses to King Riku about the seven warlord system in front of the video transponder snail, hence being witnessed by 3 nearby countries.",animation  action  adventure,nineties,0.8170731707317073,0.9817011178794041,animation  action  adventure nineties,1,Animation & Adventure
God Eater,"Animation, Action, Sci-Fi",7.3,51.0,2015.0,23 min,Operation Meteorite begins using a newly developed device with Lenka at the helm. It appears to be going well when a sudden change occurs.,animation  action  sci fi,twenty-tens,0.6829268292682925,0.006525048695798227,animation  action  sci fi twenty-tens,0,Animation & Drama
Gate,"Animation, Action, Adventure",7.4,51.0,2015.0,24 min,"Itami and his group head to the Imperial Capital, which is now under martial law by Zorzal with Princess Pina a prisoner.",animation  action  adventure,twenty-tens,0.6951219512195121,0.006525048695798227,animation  action  adventure twenty-tens,5,Animation & Action
God Eater,"Animation, Action, Sci-Fi",7.1,51.0,2015.0,23 min,Lenka returns after rescuing Alisa and is made a member of the 1st Unit. The Far East Branch begins construction on the Aegis Project shelter.,animation  action  sci fi,twenty-tens,0.6585365853658535,0.006525048695798227,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",7.5,54.0,2015.0,23 min,"Lenka is troubled to learn it will take time to complete the Aegis Project. To expedite the project he suggests hunting Vajras, but Sakuya is opposed.",animation  action  sci fi,twenty-tens,0.7073170731707316,0.025372761282544135,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",7.0,51.0,2015.0,23 min,Lenka and Alisa are separated from the 1st Unit during battle. The injured pair seek cover among the wreckage when Alisa's fears come to haunt her.,animation  action  sci fi,twenty-tens,0.646341463414634,0.006525048695798227,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",7.3,52.0,2015.0,23 min,"Returning to base, Lenka and his damaged God Arc and Alisa suffering from her past, are ordered to rest. Aragami begin gathering in the Far East area.",animation  action  sci fi,twenty-tens,0.6829268292682925,0.012925803160759206,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",7.1,52.0,2015.0,23 min,Lenka and Alisa are rescued from the Aragami attack. Lindow brings the two to a sanctuary where they witness something shocking.,animation  action  sci fi,twenty-tens,0.6585365853658535,0.012925803160759206,animation  action  sci fi twenty-tens,0,Animation & Drama
God Eater,"Animation, Action, Sci-Fi",7.3,53.0,2015.0,23 min,"Lenka is faced with a crucial decision when he learns he doesn't have long to live. Still, he is chosen as a leader and learns of Soma's secret past.",animation  action  sci fi,twenty-tens,0.6829268292682925,0.01920691032189712,animation  action  sci fi twenty-tens,0,Animation & Drama
Naruto: Shippuden,"Animation, Action, Adventure",7.9,386.0,2007.0,23 min,Itachi accompanies his friend Shisui on a three-part training exercise. The two come across a battle between the Hokage's ANBU and the Foundation. Itachi is confused by their motives and can't discern which side is right or wrong. But Shisui is unwavering in his determination to stop the fighting.,animation  action  adventure,two-thousands,0.7560975609756097,0.6809969660586148,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",8.8,837.0,2007.0,23 min,"Itachi joins the ANBU and is quickly promoted to captain. But he must report directly to Danzo, and is placed as a double agent to observe the Uchiha clan, who are in the midst of planning a coup d'état. With dissatisfaction rising within the clan, the Uchiha ultimately decide to carry out their revolt, and the fateful night approaches.",animation  action  adventure,two-thousands,0.8658536585365854,0.9406111032489298,animation  action  adventure two-thousands,4,Animation & Action
Pokémon,"Animation, Action, Adventure",7.4,81.0,1997.0,21 min,"The gang meet up with their ninja friend Sanpei, who invites them to his village for a festival. However, they soon get interrupted when a Ninja Army attacks and kidnaps the village's chieftain. An unexpected turn of events happens to Ash's Frogadier.",animation  action  adventure,nineties,0.6951219512195121,0.15957823974000848,animation  action  adventure nineties,1,Animation & Adventure
God Eater,"Animation, Action, Sci-Fi",7.3,52.0,2015.0,23 min,Lindow is surrounded by Vajra and forced to battle alone. Lenka takes his new God Arc and goes to rescue him when the formidable Dyaus Pita appears.,animation  action  sci fi,twenty-tens,0.6829268292682925,0.012925803160759206,animation  action  sci fi twenty-tens,0,Animation & Drama
Gate,"Animation, Action, Adventure",7.8,55.0,2015.0,24 min,The JSDF begins their assault at the Imperial Capital.,animation  action  adventure,twenty-tens,0.7439024390243901,0.0314275097626826,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.4,180.0,2016.0,,"A boy finds out he is an immortal being called Ajin, The government seek to track him down.",animation  action  adventure,twenty-tens,0.6951219512195121,0.42563889241613,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.4,157.0,2016.0,,Tosaki takes the pursuit of government by Ajin. Kei and Kaito are attacked by bandits in search of rewards.,animation  action  adventure,twenty-tens,0.6951219512195121,0.37997181879772174,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.7,146.0,2016.0,,Kei begins to accept his abilities as an Ajin after suffering an accident on the road. Izumi visits Kei's sister to learn more about his past.,animation  action  adventure,twenty-tens,0.7317073170731706,0.35572311172933585,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.5,138.0,2016.0,,"Izumi fight against a being in Eriko's hospital room. After saying goodbye to Kaito, Kei receives a mysterious invitation.",animation  action  adventure,twenty-tens,0.7073170731707316,0.3369193561639408,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.7,135.0,2016.0,,Kei goes through horrible experiences in a government laboratory and Tanaka encourages you to free his dark side. Sato planning a rescue mission.,animation  action  adventure,twenty-tens,0.7317073170731706,0.32958751368504474,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.9,139.0,2016.0,,Sato starts killing people in the lab. Kei tries to stop him and discovers that Ajin has a weak spot.,animation  action  adventure,twenty-tens,0.7560975609756097,0.33932817973529994,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.3,130.0,2016.0,,"With his job at stake, Tozaki takes drastic measures to find out more about Ajin. Sato takes his emphasis on putting into practice a new plan.",animation  action  adventure,twenty-tens,0.6829268292682925,0.3170006695766823,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.5,130.0,2016.0,,Ko flees after Fact reveals his evil plans. Who takes refuge to practice the invocation of his ghost.,animation  action  adventure,twenty-tens,0.7073170731707316,0.3170006695766823,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.2,127.0,2016.0,,Sato prepares to attack. Ko discovers the hideout of Kei and begs for help. Tosaki gets a surprise visit.,animation  action  adventure,twenty-tens,0.6707317073170731,0.309215855405868,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.1,126.0,2016.0,,Tozaki make new discoveries. Neighbors Mrs. Yamanaka suspect Kei. Sato finalizes his plan.,animation  action  adventure,twenty-tens,0.6585365853658535,0.30658031680337167,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",7.9,138.0,2016.0,,"On the supposed day of the attacks, the situation in the city is shocking. Sato prepares for action with his team.",animation  action  adventure,twenty-tens,0.7560975609756097,0.3369193561639408,animation  action  adventure twenty-tens,5,Animation & Action
Ajin,"Animation, Action, Adventure",8.3,148.0,2016.0,,With the country all online assisted Tozaki employs a new tactic to deter Sato. Kei loses his disguise.,animation  action  adventure,twenty-tens,0.8048780487804877,0.360264119338073,animation  action  adventure twenty-tens,5,Animation & Action
